"Organization","EIN","UEI","Federal.grantor","Federal.CFDA.Number","Contract.Number","Passed.through.to.subrecipients","Federal.Expenditures","Direct.Pass.Program","Grantor","Program.Title","Type.of.Program","Funding.Source","Amount.Per.San.Diegan","Amount.Per.PEH","Combined","Category","Year","X","X.1","X.2","X.3","X.4","X.5","ExpenditureType"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA 1698L90011700","0","85,040","Pass-Through","Federal-HUD","MHS NEXT STEP","","Federal","$0.03","$19.49","MHS NEXT STEP|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","N/A","0","162,147","Pass-Through","San Diego Housing Commission","SPONSOR BASED VOUCHERS VIP","","Federal","$0.05","$37.16","SPONSOR BASED VOUCHERS VIP|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","N/A","0","318,683","Pass-Through","San Diego Housing Commission","Sponsor Based Vouchers ll","","Federal","$0.10","$73.03","Sponsor Based Vouchers ll|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","N/A","0","279,991","Pass-Through","San Diego Housing Commission","ACTION Central SBS MH","","Federal","$0.08","$64.16","ACTION Central SBS MH|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","N/A","0","416,856","Pass-Through","San Diego Housing Commission","ACTION Central SBS","","Federal","$0.13","$95.52","ACTION Central SBS|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","N/A","0","122,814","Pass-Through","San Diego Housing Commission","Center Star [50] SBS Housing","","Federal","$0.04","$28.14","Center Star [50] SBS Housing|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","N/A","0","161,831","Pass-Through","San Diego Housing Commission","City Star ACT SBS Vouchers","","Federal","$0.05","$37.08","City Star ACT SBS Vouchers|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Justice","16.738","MOU","0","141,925","Pass-Through","South Bay Community Services","Byrne JAG Alternatives to Detention","","Federal","$0.04","$32.52","Byrne JAG Alternatives to Detention|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Justice","16.738","MOU","0","35,485","Pass-Through","South Bay Community Services","Alternatives to Detention Title Ill","","Federal","$0.01","$8.13","Alternatives to Detention Title Ill|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Labor","17.259","18.338","0","120,728","Pass-Through","Counly of San Bernardino","Alternatives to Detention Title HI","","Federal","$0.04","$27.66","Alternatives to Detention Title HI|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0973-19-014","0","$64,494","Pass-Through","Federal Probation Program","FPP Barstow, Victorville, Yucca Valley MH","","Federal","$0.02","#N/A","FPP Barstow, Victorville, Yucca Valley MH|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0974-2019-MH02","0","126,357","Pass-Through","Federal Probation Program","CHULA VISTA FPP- MENTAL HEALTH","","Federal","$0.04","#N/A","CHULA VISTA FPP- MENTAL HEALTH|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0974-18-006","0","115,370","Pass-Through","Federal Probation Program","Pre-Trial FPP (MH) - Southbay","","Federal","$0.03","#N/A","Pre-Trial FPP (MH) - Southbay|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0974-2019-SA03","0","147,967","Pass-Through","Federal Probation Program","SA SD Metro FPP SA03 (North County)","","Federal","$0.04","#N/A","SA SD Metro FPP SA03 (North County)|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Education Office of Special Education and Rehabilitative Services","84.126A","30758","0","659,474","Pass-Through","State of California","Employment Services","","Federal","$0.20","#N/A","Employment Services|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547336","0","1,742,936","Pass-Through","County of San Diego","North Coastal Mental Health Clinic","","Federal","$0.52","#N/A","North Coastal Mental Health Clinic|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547337","0","1,362,157","Pass-Through","County of San Diego","North Inland Mental Health Clinic","","Federal","$0.41","#N/A","North Inland Mental Health Clinic|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547336","0","666,678","Pass-Through","County of San Diego","VISTA BPSR","","Federal","$0.20","#N/A","VISTA BPSR|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547336","0","243,713","Pass-Through","County of San Diego","VISTA TAY","","Federal","$0.07","#N/A","VISTA TAY|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547337","0","814,967","Pass-Through","County of San Diego","KINESIS Mental Health Clinic","","Federal","$0.24","#N/A","KINESIS Mental Health Clinic|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","549236","0","523,996","Pass-Through","County of San Diego","STEPs ADOLESCENT","","Federal","$0.16","#N/A","STEPs ADOLESCENT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","554865","0","207,001","Pass-Through","County of San Diego","ACTION Central","","Federal","$0.06","#N/A","ACTION Central|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","555095","0","1,169,357","Pass-Through","County of San Diego","ACTION East","","Federal","$0.35","#N/A","ACTION East|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","556358","0","799,041","Pass-Through","County of San Diego","City Star ACT","","Federal","$0.24","#N/A","City Star ACT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","556419","0","559,836","Pass-Through","County of San Diego","North Coastal ACT","","Federal","$0.17","#N/A","North Coastal ACT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","15-530","0","776,007","Pass-Through","County of San Bernardino","One Stop TAY Center","","Federal","$0.23","#N/A","One Stop TAY Center|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","18-389","0","508,511","Pass-Through","County of San Bernardino","San Bernardino ACT","","Federal","$0.15","#N/A","San Bernardino ACT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-276","0","468,649","Pass-Through","County of Fresno","Fresno IMPACT","","Federal","$0.14","#N/A","Fresno IMPACT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","20-014","0","518,232","Pass-Through","County of Fresno","Fresno IMPACT","","Federal","$0.16","#N/A","Fresno IMPACT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","18-690","0","155,874","Pass-Through","County of Fresno","Family and Adult Alternatives","","Federal","$0.05","#N/A","Family and Adult Alternatives|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","18-690","0","47,920","Pass-Through","County of Fresno","Family and Youth Alternatives","","Federal","$0.01","#N/A","Family and Youth Alternatives|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","556420","0","920,958","Pass-Through","County of San Diego","NORTH STAR ACT","","Federal","$0.28","#N/A","NORTH STAR ACT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","551162","0","2,275,423","Pass-Through","County of San Diego","FAMILIES FORWARD","","Federal","$0.68","#N/A","FAMILIES FORWARD|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","518748","0","368,932","Pass-Through","County of San Diego","MHS SCHOOL BASED EPSDT","","Federal","$0.11","#N/A","MHS SCHOOL BASED EPSDT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547183","0","1,365,980","Pass-Through","County of San Diego","CENTER STAR ACT","","Federal","$0.41","#N/A","CENTER STAR ACT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","16-413","0","617,784","Pass-Through","County of San Bernardino","TBS SAN BERNARDINO","","Federal","$0.19","#N/A","TBS SAN BERNARDINO|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","16-404","0","754,155","Pass-Through","County of San Bernardino","SUCCESS FIRST - EARLY WRAP PROGRAM","","Federal","$0.23","#N/A","SUCCESS FIRST - EARLY WRAP PROGRAM|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","24,784","Pass-Through","County of San Bernardino","P.R.I.D.E","","Federal","$0.01","#N/A","P.R.I.D.E|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","21,514","Pass-Through","County of San Bernardino","CENTRAL VALLEY RRC","","Federal","$0.01","#N/A","CENTRAL VALLEY RRC|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","13,229","Pass-Through","County of San Bernardino","NEEDLES OUTPATIENT SERVICES","","Federal","$0.00","#N/A","NEEDLES OUTPATIENT SERVICES|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","16,411","Pass-Through","County of San Bernardino","BIG BEAR OUTPATIENT","","Federal","$0.00","#N/A","BIG BEAR OUTPATIENT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","27,718","Pass-Through","County of San Bernardino","YUCCA VALLEY OUTPATIENT","","Federal","$0.01","#N/A","YUCCA VALLEY OUTPATIENT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","9,550","Pass-Through","County of San Bernardino","BIG BEAR DRUG COURT","","Federal","$0.00","#N/A","BIG BEAR DRUG COURT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","33,835","Pass-Through","County of San Bernardino","JOSHUA TREE DRUG COURT","","Federal","$0.01","#N/A","JOSHUA TREE DRUG COURT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","55,734","Pass-Through","County of San Bernardino","SAN BERNARDINO CFC","","Federal","$0.02","#N/A","SAN BERNARDINO CFC|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","22,557","Pass-Through","County of San Bernardino","FONTANA CFC","","Federal","$0.01","#N/A","FONTANA CFC|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","34,963","Pass-Through","County of San Bernardino","VICTORVALLEY CFC","","Federal","$0.01","#N/A","VICTORVALLEY CFC|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","739-2019","0","1,680","Pass-Through","County of Kern","Kern Homeless Outreach","","Federal","$0.00","#N/A","Kern Homeless Outreach|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","N/A","0","409,242","Pass-Through","County of Santa Clara","Santa Clara ACT","","Federal","$0.12","#N/A","Santa Clara ACT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","554929","0","915,996","Pass-Through","County of San Diego","Serial Inebriate Program","","Federal","$0.27","#N/A","Serial Inebriate Program|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","553434","0","2,839,072","Pass-Through","County of San Diego","Family Recovery Center","","Federal","$0.85","#N/A","Family Recovery Center|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","551085","0","1,103,245","Pass-Through","County of San Diego","Teen Recovery Center","","Federal","$0.33","#N/A","Teen Recovery Center|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.297","N/A","0","183,640","Pass-Through","San Diego Youth Services","CAT+","","Federal","$0.06","#N/A","CAT+|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.15","547336","0","48,047","Pass-Through","County of San Diego","North Coastal Mental Health Clinic","","Federal","$0.01","#N/A","North Coastal Mental Health Clinic|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.15","547337","0","42,884","Pass-Through","County of San Diego","North Inland Mental Health Clinic","","Federal","$0.01","#N/A","North Inland Mental Health Clinic|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.275","762-2019","0","479,476","Pass-Through","County of Kern","Kern ACT-ION","","Federal","$0.14","#N/A","Kern ACT-ION|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.275","645-2019","0","441,318","Pass-Through","County of Kern","Kern ACT-ION","","Federal","$0.13","#N/A","Kern ACT-ION|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.958","18-622","0","215,141","Pass-Through","County of Fresno","SAMHSA Fresno Juvenile Justice Center","","Federal","$0.06","#N/A","SAMHSA Fresno Juvenile Justice Center|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","15-400","0","167,000","Pass-Through","County of San Bernardino","NEEDLES PRIMARY PREVENTION","","Federal","$0.05","#N/A","NEEDLES PRIMARY PREVENTION|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","15-320","0","132,016","Pass-Through","County of San Bernardino","NEEDLES RECOVERY CENTER","","Federal","$0.04","#N/A","NEEDLES RECOVERY CENTER|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","15-320","0","115,401","Pass-Through","County of San Bernardino","YUCCA VALLEY RECOVERY CENTER","","Federal","$0.03","#N/A","YUCCA VALLEY RECOVERY CENTER|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","18-692","0","1,670,968","Pass-Through","County of Fresno","Fresno Perinatal Residential (Fresno First)","","Federal","$0.50","#N/A","Fresno Perinatal Residential (Fresno First)|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","15-400","0","413,544","Pass-Through","County of San Bernardino","SAN BERNARDINO PRIMARY PREVENTION","","Federal","$0.12","#N/A","SAN BERNARDINO PRIMARY PREVENTION|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","551085","0","102,291","Pass-Through","County of San Diego","TEEN RECOVERY CENTER","","Federal","$0.03","#N/A","TEEN RECOVERY CENTER|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","551559","0","373,000","Pass-Through","County of San Diego","North Inland Community Primary Prevention","","Federal","$0.11","#N/A","North Inland Community Primary Prevention|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","553434","0","889,245","Pass-Through","County of San Diego","FAMILY REC CTR RESIDENTIAL","","Federal","$0.27","#N/A","FAMILY REC CTR RESIDENTIAL|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","554929","0","298,255","Pass-Through","County of San Diego","SERIAL INEBRIATE PROGRAM","","Federal","$0.09","#N/A","SERIAL INEBRIATE PROGRAM|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","554863","0","157,514","Pass-Through","County of San Diego","EAST COUNTY DRUG COURT","","Federal","$0.05","#N/A","EAST COUNTY DRUG COURT|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
